"age","workclass","fnlwgt","education","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country"
24,"Private",155913,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,44,"United-States"
43,"Federal-gov",156996,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,2415,55,
24,"Private",243368,"Preschool","Never-married","Farming-fishing","Not-in-family","White","Male",0,0,36,"Mexico"
58,"Private",116901,"HS-grad","Divorced","Other-service","Unmarried","White","Female",0,0,25,"United-States"
38,"Self-emp-not-inc",140583,"Masters","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,70,"United-States"
29,"Private",250819,"Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
30,"Private",109282,"Some-college","Never-married","Sales","Own-child","White","Male",0,0,20,"United-States"
37,"Private",179671,"HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States"
47,"Private",195978,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
38,"Private",175232,"HS-grad","Divorced","Machine-op-inspct","Not-in-family","White","Male",0,0,45,"United-States"
30,"Self-emp-not-inc",31510,"Assoc-acdm","Divorced","Craft-repair","Not-in-family","White","Male",0,0,50,"United-States"
31,"Private",145935,"HS-grad","Never-married","Exec-managerial","Own-child","Black","Male",0,0,40,"United-States"
54,"Federal-gov",230387,"HS-grad","Widowed","Adm-clerical","Unmarried","White","Female",0,0,35,"United-States"
30,"Private",144593,"HS-grad","Never-married","Other-service","Not-in-family","Black","Male",0,0,40,
23,"Private",157951,"Some-college","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States"
37,"Private",238049,"9th","Never-married","Priv-house-serv","Not-in-family","White","Female",0,0,30,"El-Salvador"
28,,389857,"HS-grad","Married-civ-spouse",,"Other-relative","White","Male",0,0,16,"United-States"
42,"Private",366180,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States"
35,"Private",189382,"HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States"
19,"Private",552354,"12th","Never-married","Machine-op-inspct","Own-child","White","Male",0,0,40,"United-States"
46,"Private",163021,"HS-grad","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States"
58,"Private",145574,"11th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
39,"Private",190297,"Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,55,"United-States"
36,"Private",58343,"Bachelors","Married-civ-spouse","Tech-support","Husband","White","Male",3103,0,42,"United-States"
22,"Private",50163,"9th","Never-married","Transport-moving","Own-child","White","Male",0,0,40,"United-States"
19,"Private",144911,"Some-college","Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States"
60,"Private",148522,"Some-college","Married-civ-spouse","Craft-repair","Husband","Amer-Indian-Eskimo","Male",0,0,40,"United-States"
73,"Self-emp-not-inc",336007,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States"
20,"Private",215495,"Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"Mexico"
35,"Private",96824,"Some-college","Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States"
54,"Private",143804,"10th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States"
46,"Private",110794,"Some-college","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
34,"Local-gov",143766,"Some-college","Never-married","Protective-serv","Own-child","White","Male",0,0,40,"United-States"
30,"State-gov",158291,"Bachelors","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States"
26,"Private",142506,"Bachelors","Never-married","Prof-specialty","Unmarried","Black","Female",0,0,35,"United-States"
34,"Private",226629,"HS-grad","Never-married","Priv-house-serv","Not-in-family","White","Female",0,0,40,"Mexico"
31,"Private",342730,"Assoc-acdm","Separated","Transport-moving","Not-in-family","White","Male",0,0,45,"United-States"
43,"Self-emp-not-inc",193494,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States"
36,"Private",166549,"Bachelors","Divorced","Adm-clerical","Not-in-family","White","Male",0,0,55,"United-States"
35,"State-gov",318891,"Assoc-acdm","Widowed","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States"
33,,102130,"Some-college","Never-married",,"Own-child","White","Male",0,0,40,"United-States"
47,"Private",150768,"Bachelors","Divorced","Handlers-cleaners","Not-in-family","White","Male",0,1564,51,"United-States"
25,"Local-gov",206002,"HS-grad","Divorced","Tech-support","Unmarried","White","Female",0,0,40,"United-States"
43,"Private",462180,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,60,"United-States"
37,"Private",140713,"Some-college","Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,40,"Jamaica"
36,"Federal-gov",359249,"Some-college","Separated","Adm-clerical","Not-in-family","Black","Male",0,0,40,"United-States"
48,"Private",105138,"HS-grad","Divorced","Exec-managerial","Unmarried","Asian-Pac-Islander","Female",0,0,40,"United-States"
31,"Self-emp-inc",203488,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States"
45,"Private",135044,"HS-grad","Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States"
48,,151584,"Some-college","Never-married",,"Not-in-family","White","Male",8614,0,60,"United-States"
63,"Private",266083,"7th-8th","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States"
43,"Self-emp-inc",150533,"Assoc-voc","Married-civ-spouse","Exec-managerial","Other-relative","White","Male",0,0,50,"United-States"
51,"State-gov",172022,"Masters","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States"
37,"Self-emp-not-inc",36214,"Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,65,"United-States"
39,"Private",24106,"Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"Philippines"
45,"Private",379393,"Some-college","Divorced","Tech-support","Not-in-family","White","Female",0,0,45,"United-States"
55,"Private",419732,"Some-college","Divorced","Other-service","Unmarried","White","Female",0,0,38,"United-States"
24,"Private",145964,"Bachelors","Never-married","Exec-managerial","Unmarried","White","Male",0,0,40,"United-States"
21,"Private",267040,"10th","Never-married","Prof-specialty","Unmarried","Black","Female",0,0,40,"United-States"
25,"Private",122175,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States"
21,"Private",313702,"Some-college","Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States"
81,"State-gov",132204,"1st-4th","Widowed","Other-service","Not-in-family","White","Female",0,0,20,"United-States"
27,"Private",40295,"HS-grad","Never-married","Transport-moving","Not-in-family","White","Male",0,0,99,"United-States"
57,"Private",143030,"HS-grad","Widowed","Other-service","Unmarried","White","Female",0,0,30,
42,"State-gov",192397,"Some-college","Divorced","Adm-clerical","Own-child","White","Female",0,0,38,"United-States"
43,"Private",114351,"HS-grad","Divorced","Craft-repair","Not-in-family","White","Male",0,0,35,"United-States"
48,,63466,"HS-grad","Married-spouse-absent",,"Unmarried","White","Female",0,0,32,"United-States"
53,"Local-gov",231196,"HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States"
43,"Private",83411,"Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States"
57,"Local-gov",213975,"HS-grad","Widowed","Other-service","Unmarried","White","Female",0,0,30,"United-States"
51,"Private",200450,"HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,48,"United-States"
20,"Private",100605,"HS-grad","Never-married","Sales","Own-child","Other","Male",0,0,40,"Puerto-Rico"
41,"Private",210844,"Some-college","Married-spouse-absent","Sales","Unmarried","Black","Female",0,0,40,"United-States"
25,"Private",206600,"12th","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"El-Salvador"
69,,323016,"Bachelors","Married-civ-spouse",,"Husband","White","Male",99999,0,40,"United-States"
22,"Private",138513,"Some-college","Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States"
36,"Self-emp-not-inc",48093,"Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,92,"United-States"
28,"Private",115945,"Doctorate","Never-married","Adm-clerical","Own-child","White","Male",0,0,18,"United-States"
40,"Private",145160,"Doctorate","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
30,"Local-gov",145692,"Some-college","Never-married","Protective-serv","Not-in-family","Black","Male",0,1974,40,"United-States"
57,"Private",71367,"HS-grad","Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States"
25,"Self-emp-not-inc",191803,"Assoc-acdm","Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States"
29,"Private",54932,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States"
29,"Private",251694,"Bachelors","Never-married","Farming-fishing","Own-child","White","Male",0,0,50,"United-States"
51,"Private",280093,"HS-grad","Separated","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States"
48,"Private",155659,"Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
72,,76860,"HS-grad","Married-civ-spouse",,"Husband","Asian-Pac-Islander","Male",0,0,1,"United-States"
26,"Private",266022,"Some-college","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States"
41,"Private",424478,"Some-college","Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,45,"United-States"
29,"Private",174645,"11th","Divorced","Craft-repair","Unmarried","White","Female",0,0,52,"United-States"
45,"Private",116360,"HS-grad","Divorced","Other-service","Not-in-family","Black","Female",0,0,35,"United-States"
38,"Private",208358,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
30,"Self-emp-not-inc",20098,"Assoc-voc","Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States"
23,"Private",222835,"Bachelors","Never-married","Other-service","Own-child","White","Female",0,0,30,"United-States"
30,"Private",236993,"Some-college","Never-married","Adm-clerical","Unmarried","White","Female",0,0,30,"United-States"
25,"Private",185287,"Some-college","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States"
44,"Self-emp-inc",191712,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,2415,55,"United-States"
64,,211360,"HS-grad","Widowed",,"Not-in-family","White","Female",0,0,30,"United-States"
43,"State-gov",310969,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,0,40,"United-States"
41,"Private",217455,"HS-grad","Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States"
45,"Private",31339,"Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"United-States"
32,"Private",208180,"Assoc-voc","Married-civ-spouse","Tech-support","Wife","White","Female",0,0,24,"United-States"
55,"Private",289257,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
80,"Local-gov",20101,"HS-grad","Widowed","Other-service","Unmarried","Amer-Indian-Eskimo","Female",0,0,32,"United-States"
30,"Private",187279,"HS-grad","Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,44,"United-States"
20,"Private",259496,"Some-college","Never-married","Sales","Own-child","White","Female",0,0,20,"United-States"
63,"Private",188976,"Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States"
31,"Private",119033,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
26,"Private",86483,"Some-college","Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States"
51,"Private",22211,"Masters","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,60,"United-States"
47,"Private",199058,"Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
28,"Federal-gov",188278,"Bachelors","Never-married","Protective-serv","Not-in-family","White","Male",0,0,50,"United-States"
43,"State-gov",114508,"HS-grad","Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States"
27,"Local-gov",162973,"Assoc-voc","Never-married","Protective-serv","Not-in-family","White","Male",0,0,56,"United-States"
49,"Private",50567,"Some-college","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,32,"United-States"
51,"Private",102904,"HS-grad","Divorced","Sales","Unmarried","White","Female",0,0,43,"United-States"
36,"Private",150601,"Prof-school","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,
53,"Private",228500,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States"
50,"Private",204447,"Masters","Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,65,"United-States"
30,"Private",149507,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,42,"United-States"
49,"Private",98092,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
51,"Private",334273,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
46,"Local-gov",33373,"Bachelors","Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States"
40,"Private",225432,"Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,45,"United-States"
80,"Self-emp-not-inc",562336,"HS-grad","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,20,"United-States"
38,"Self-emp-not-inc",334366,"Some-college","Married-civ-spouse","Farming-fishing","Wife","White","Female",0,0,15,"United-States"
30,"Private",393965,"Assoc-acdm","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,25,"United-States"
61,"Private",171429,"11th","Divorced","Other-service","Unmarried","White","Female",0,0,36,"United-States"
24,"Private",204935,"Masters","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,56,"United-States"
42,"Private",29962,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
18,"Private",378707,"10th","Never-married","Sales","Own-child","White","Female",0,0,20,"United-States"
33,"Private",295589,"Bachelors","Never-married","Prof-specialty","Not-in-family","Black","Male",0,0,50,"United-States"
35,"Private",204590,"Assoc-voc","Married-civ-spouse","Other-service","Wife","Black","Female",0,0,40,"United-States"
52,"Private",128378,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
58,"Private",94345,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States"
63,"Private",101077,"Assoc-acdm","Married-spouse-absent","Adm-clerical","Other-relative","White","Female",0,0,35,"United-States"
51,"Private",147200,"HS-grad","Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States"
47,"Local-gov",81654,"Some-college","Divorced","Exec-managerial","Not-in-family","White","Male",0,0,56,"United-States"
42,"Private",124792,"HS-grad","Married-civ-spouse","Craft-repair","Husband","Black","Male",7688,0,45,"United-States"
20,,117618,"Some-college","Never-married",,"Own-child","White","Male",0,0,40,"United-States"
21,"Private",82497,"Some-college","Never-married","Other-service","Not-in-family","White","Female",0,0,30,"United-States"
37,"Private",434097,"Assoc-acdm","Divorced","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States"
40,"Private",111829,"Masters","Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States"
34,"Self-emp-inc",202450,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States"
34,"Self-emp-not-inc",87209,"Masters","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States"
31,"Private",179013,"HS-grad","Separated","Craft-repair","Not-in-family","Black","Male",0,0,40,"United-States"
51,"Private",70767,"HS-grad","Married-civ-spouse","Adm-clerical","Other-relative","White","Female",0,0,40,"United-States"
19,"Private",162954,"12th","Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States"
42,,212206,"Masters","Married-civ-spouse",,"Wife","White","Female",0,1887,48,"United-States"
41,"Private",282964,"Some-college","Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States"
28,"Private",328518,"Bachelors","Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States"
23,"Private",380281,"Assoc-acdm","Never-married","Other-service","Own-child","White","Male",0,0,25,"Columbia"
28,"Private",315287,"HS-grad","Never-married","Adm-clerical","Other-relative","Black","Male",0,0,40,
48,"Private",50880,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Germany"
41,"Federal-gov",356934,"Some-college","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,44,"United-States"
30,"Private",224462,"HS-grad","Never-married","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States"
27,"Private",144133,"Bachelors","Married-civ-spouse","Exec-managerial","Other-relative","White","Male",0,0,50,"United-States"
44,"Local-gov",145522,"Masters","Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States"
33,"Private",312055,"Bachelors","Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States"
32,"Private",235847,"Some-college","Never-married","Exec-managerial","Other-relative","White","Female",0,0,50,"United-States"
37,"Private",143058,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
22,"Private",216867,"5th-6th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,48,"Mexico"
54,"Private",343242,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,44,"United-States"
64,,338355,"Assoc-voc","Married-civ-spouse",,"Wife","White","Female",0,0,15,"United-States"
61,"Private",101500,"Assoc-voc","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States"
40,"Private",105936,"Bachelors","Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States"
34,"Private",191930,"Some-college","Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,0,40,"United-States"
24,"Private",258298,"Assoc-voc","Never-married","Tech-support","Not-in-family","White","Male",0,0,45,"United-States"
56,"Private",147989,"Some-college","Married-spouse-absent","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States"
42,"Private",202872,"Some-college","Divorced","Adm-clerical","Unmarried","White","Female",0,0,12,"United-States"
24,,114292,"9th","Never-married",,"Own-child","White","Male",0,0,40,"United-States"
21,,314645,"Some-college","Never-married",,"Not-in-family","White","Female",0,0,43,"United-States"
44,"Private",67065,"Assoc-voc","Never-married","Priv-house-serv","Not-in-family","White","Male",594,0,25,"United-States"
44,"Private",304530,"Some-college","Divorced","Craft-repair","Not-in-family","White","Male",0,0,55,"United-States"
37,"Self-emp-not-inc",245372,"Bachelors","Divorced","Tech-support","Not-in-family","White","Male",0,0,15,"United-States"
37,"Private",86551,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States"
41,"Private",204235,"Assoc-voc","Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States"
18,"Private",148952,"Some-college","Never-married","Other-service","Own-child","White","Female",0,0,24,"United-States"
52,"Private",208302,"HS-grad","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,60,"United-States"
41,"Private",171615,"Assoc-acdm","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,45,"United-States"
63,"Self-emp-not-inc",289741,"Masters","Married-civ-spouse","Farming-fishing","Husband","White","Male",41310,0,50,"United-States"
35,"Private",193241,"Some-college","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,38,"United-States"
40,,65545,"Masters","Divorced",,"Own-child","White","Female",0,0,55,"United-States"
21,"Private",206681,"Some-college","Never-married","Sales","Own-child","White","Female",0,0,15,"United-States"
49,"Private",177211,"Bachelors","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States"
26,"Private",333108,"HS-grad","Divorced","Sales","Not-in-family","White","Male",0,0,40,"United-States"
28,"Private",140845,"10th","Never-married","Machine-op-inspct","Not-in-family","White","Female",0,155,40,"United-States"
46,"Local-gov",230979,"Bachelors","Divorced","Prof-specialty","Not-in-family","White","Female",4787,0,25,"United-States"
26,"Self-emp-not-inc",151626,"HS-grad","Never-married","Prof-specialty","Own-child","Black","Female",0,0,40,"United-States"
41,"Private",144947,"Bachelors","Divorced","Exec-managerial","Unmarried","Black","Female",0,0,40,"United-States"
69,,199591,"Prof-school","Married-civ-spouse",,"Wife","White","Female",0,0,25,
18,"Never-worked",157131,"11th","Never-married",,"Own-child","White","Female",0,0,10,"United-States"
53,"Local-gov",188772,"HS-grad","Widowed","Other-service","Not-in-family","White","Female",0,0,30,"United-States"
29,"Local-gov",419722,"Assoc-acdm","Never-married","Adm-clerical","Not-in-family","White","Male",3674,0,40,"United-States"
36,"Private",248708,"Assoc-acdm","Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States"
49,"Federal-gov",118701,"HS-grad","Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States"
54,"Private",140359,"7th-8th","Divorced","Machine-op-inspct","Unmarried","White","Female",0,3900,40,"United-States"
42,"Private",306496,"HS-grad","Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States"
24,"Private",210029,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,2001,37,"United-States"
46,"Self-emp-not-inc",95256,"HS-grad","Divorced","Transport-moving","Not-in-family","White","Male",0,0,50,"United-States"
47,,186805,"HS-grad","Married-civ-spouse",,"Not-in-family","White","Female",0,0,35,"United-States"
43,"Federal-gov",114537,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States"
28,"Self-emp-not-inc",212318,"HS-grad","Never-married","Craft-repair","Not-in-family","White","Male",0,0,55,"United-States"
55,,389479,"Masters","Married-civ-spouse",,"Husband","White","Male",0,0,50,"United-States"
30,"Private",228406,"HS-grad","Separated","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States"
35,"Private",81280,"Bachelors","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,65,"Yugoslavia"
33,"Local-gov",220430,"Bachelors","Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,70,"United-States"
24,"Private",327518,"Assoc-voc","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States"
30,"State-gov",270218,"Bachelors","Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States"
45,"Private",61751,"HS-grad","Married-civ-spouse","Other-service","Wife","White","Female",0,0,35,"United-States"
47,"Private",217161,"HS-grad","Divorced","Other-service","Not-in-family","Black","Female",0,0,14,"United-States"
25,"Local-gov",227886,"Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States"
54,,155755,"HS-grad","Divorced",,"Not-in-family","White","Female",4416,0,25,"United-States"
42,"Private",71458,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States"
46,"Private",102359,"Bachelors","Divorced","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States"
49,"Self-emp-inc",38819,"Bachelors","Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States"
45,"Private",319637,"HS-grad","Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States"
42,"Local-gov",182302,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
38,"Private",156728,"Bachelors","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,56,"United-States"
51,"Federal-gov",217647,"Some-college","Divorced","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States"
68,"Private",154897,"HS-grad","Never-married","Sales","Not-in-family","White","Female",0,0,30,"United-States"
59,"Private",154100,"Masters","Never-married","Sales","Not-in-family","White","Female",27828,0,45,"United-States"
60,"Private",367695,"Assoc-acdm","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States"
31,"Private",414525,"12th","Never-married","Farming-fishing","Not-in-family","Black","Male",0,0,60,"United-States"
24,"Local-gov",32950,"Bachelors","Never-married","Prof-specialty","Not-in-family","White","Male",0,0,35,"United-States"
41,"Private",187802,"Some-college","Divorced","Tech-support","Not-in-family","White","Male",0,0,50,"United-States"
30,"Private",149568,"9th","Never-married","Farming-fishing","Other-relative","Black","Male",0,0,40,"United-States"
37,"Private",120074,"HS-grad","Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States"
43,"Self-emp-not-inc",187778,"HS-grad","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,20,"United-States"
43,"Private",248094,"HS-grad","Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States"
31,"State-gov",55849,"Some-college","Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States"
55,"Private",223127,"9th","Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,"United-States"
31,"Private",241885,"HS-grad","Never-married","Farming-fishing","Unmarried","White","Male",0,0,45,"United-States"
32,"Local-gov",144949,"HS-grad","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States"
41,,129155,"11th","Widowed",,"Other-relative","Black","Female",0,0,40,"United-States"
62,"Private",226733,"HS-grad","Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States"
43,"Self-emp-inc",244945,"Bachelors","Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States"
27,"Private",89813,"HS-grad","Never-married","Handlers-cleaners","Own-child","White","Female",0,0,40,"United-States"
50,"Self-emp-inc",207246,"Some-college","Separated","Exec-managerial","Unmarried","White","Female",0,0,75,"United-States"
65,,117162,"Assoc-voc","Married-civ-spouse",,"Wife","White","Female",0,0,56,"United-States"
45,"Private",408773,"Some-college","Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States"
25,"Local-gov",334267,"Some-college","Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States"
25,"Private",204338,"10th","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"Mexico"
22,"Private",198244,"HS-grad","Never-married","Adm-clerical","Not-in-family","White","Female",0,0,39,"United-States"
25,"Private",161478,"Bachelors","Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"United-States"
45,"Private",259323,"Some-college","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States"
60,,163946,"9th","Married-civ-spouse",,"Husband","White","Male",0,0,40,"United-States"
32,"Private",30497,"Assoc-voc","Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States"
38,"Private",69306,"Some-college","Divorced","Craft-repair","Unmarried","White","Female",0,0,40,"United-States"
20,"Private",210781,"Some-college","Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States"
24,,154373,"HS-grad","Married-civ-spouse",,"Wife","White","Female",0,0,25,"United-States"
52,"Private",163998,"HS-grad","Married-civ-spouse","Sales","Husband","White","Male",99999,0,45,"United-States"
36,"Local-gov",305714,"HS-grad","Never-married","Other-service","Unmarried","Black","Female",0,0,70,"United-States"
40,"Private",114580,"HS-grad","Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,24,"United-States"
33,"Self-emp-not-inc",199539,"HS-grad","Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,65,"United-States"
31,"Private",90668,"10th","Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States"
34,"Private",163110,"Bachelors","Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States"
24,"Private",52028,"1st-4th","Married-civ-spouse","Other-service","Own-child","Asian-Pac-Islander","Female",0,0,5,"Vietnam"
29,"Private",168138,"Bachelors","Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States"
35,"Private",184655,"11th","Divorced","Transport-moving","Not-in-family","White","Male",0,0,50,"United-States"
22,"Federal-gov",146538,"HS-grad","Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States"
