"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","income","age-bin","P (sex=Female)DT","P (sex=Male)DT","Prediction (sex)DT","P (sex=Female)LR","P (sex=Male)LR","Prediction (sex)LR"
33,"Self-emp-inc",128016,"HS-grad",9,"Widowed","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K","34 or less",0.9565217391304348,0.043478260869565216,"Female",0.8573696141793644,0.14263038582063564,"Female"
33,"Private",233107,"9th",5,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,33,"Mexico","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",2.669231254220243E-4,0.999733076874578,"Male"
33,"Private",267859,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"Cuba",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.006407143089880222,0.9935928569101199,"Male"
33,"Private",419895,"5th-6th",3,"Divorced","Handlers-cleaners","Unmarried","White","Male",0,0,40,"Mexico","<=50K","34 or less",0.07692307692307693,0.9230769230769231,"Male",0.32735322991287064,0.6726467700871294,"Male"
33,"Private",268147,"9th",5,"Never-married","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K","34 or less",0.8333333333333334,0.16666666666666666,"Female",0.6634629750253751,0.336537024974625,"Female"
33,"Local-gov",33727,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States","<=50K","34 or less",0.9991554054054054,8.445945945945946E-4,"Female",0.9993868904992127,6.131095007872279E-4,"Female"
33,"Private",190511,"7th-8th",4,"Divorced","Handlers-cleaners","Not-in-family","White","Male",2176,0,35,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.18359342170102774,0.8164065782989721,"Male"
33,"Private",408813,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,50,"United-States","<=50K","34 or less",0.6,0.4,"Female",0.5441967218355084,0.4558032781644917,"Female"
33,"Self-emp-not-inc",112952,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Male",0,0,48,"United-States","<=50K","34 or less",0.007575757575757576,0.9924242424242424,"Male",0.03373161384224751,0.9662683861577526,"Male"
33,"Private",168981,"Assoc-voc",11,"Never-married","Prof-specialty","Unmarried","White","Female",0,0,55,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.7597942606973596,0.24020573930264047,"Female"
33,"Private",171215,"Masters",14,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less",0.92,0.08,"Female",0.702052870551391,0.29794712944860896,"Female"
33,"Self-emp-not-inc",427474,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",4.97527764024386E-4,0.9995024722359757,"Male"
33,"Self-emp-not-inc",520078,"Assoc-acdm",12,"Divorced","Sales","Unmarried","Black","Male",0,0,60,"United-States","<=50K","34 or less",0.75,0.25,"Female",0.6275443092288928,0.37245569077110713,"Female"
33,"Private",173998,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1485,38,"United-States","<=50K","34 or less",0.9991554054054054,8.445945945945946E-4,"Female",0.9986466586406852,0.0013533413593148544,"Female"
33,"Private",303867,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0035089539587799,0.9964910460412202,"Male"
33,"Private",424719,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less",0.8,0.2,"Female",0.5376417849604271,0.462358215039573,"Female"
33,"Private",37232,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,80,"United-States","<=50K","34 or less",0.03571428571428571,0.9642857142857143,"Male",0.04351640761517535,0.9564835923848246,"Male"
33,"Private",106976,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.8689135275422282,0.13108647245777177,"Female"
33,"Private",112358,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",0,0,32,"United-States","<=50K","34 or less",0.1111111111111111,0.8888888888888888,"Male",0.5688895835414595,0.43111041645854054,"Female"
33,"Private",283921,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",4.28900858139468E-4,0.9995710991418604,"Male"
33,"Private",220362,"Assoc-voc",11,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,84,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",8.658705722339478E-5,0.9999134129427766,"Male"
33,"Private",112820,"Assoc-voc",11,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0014200043489828338,0.9985799956510172,"Male"
33,"Private",223212,"HS-grad",9,"Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K","34 or less",0.0975609756097561,0.9024390243902439,"Male",0.3439638420578258,0.6560361579421742,"Male"
33,"Private",118551,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.9321121183633949,0.06788788163660504,"Female"
33,"Private",185336,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,0,40,"United-States","<=50K","34 or less",0.9991554054054054,8.445945945945946E-4,"Female",0.9996451162126834,3.548837873165709E-4,"Female"
33,"Private",290763,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less",0.07692307692307693,0.9230769230769231,"Male",0.45520352677753384,0.5447964732224662,"Male"
33,"Private",162572,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,55,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",1.4346998376364538E-4,0.9998565300162363,"Male"
33,"Federal-gov",29617,"Some-college",10,"Divorced","Other-service","Not-in-family","Black","Male",0,0,40,"United-States","<=50K","34 or less",0.8888888888888888,0.1111111111111111,"Female",0.6615338785457527,0.3384661214542473,"Female"
33,"Private",255004,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,50,"United-States","<=50K","34 or less",0.05263157894736842,0.9473684210526315,"Male",0.41149446125447053,0.5885055387455295,"Male"
33,"Private",182792,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K","34 or less",0.8461538461538461,0.15384615384615385,"Female",0.8577550432315559,0.14224495676844412,"Female"
33,"Private",100154,"10th",6,"Separated","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less",0.6,0.4,"Female",0.18038953148578052,0.8196104685142196,"Male"
33,"Private",159888,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",4.63138709727351E-4,0.9995368612902726,"Male"
33,"Private",226267,"7th-8th",4,"Never-married","Sales","Not-in-family","White","Male",0,0,43,"Mexico","<=50K","34 or less",0.8275862068965517,0.1724137931034483,"Female",0.3482347893487815,0.6517652106512185,"Male"
33,"Private",108328,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",6849,0,50,"United-States","<=50K","34 or less",0.2857142857142857,0.7142857142857143,"Male",0.6533325924702026,0.34666740752979736,"Female"
33,"Private",578701,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.004059964937486119,0.9959400350625139,"Male"
33,"Private",549413,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,40,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.004571552885732673,0.9954284471142673,"Male"
33,"Private",268127,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K","34 or less",0.9747899159663865,0.025210084033613446,"Female",0.8139582301121084,0.1860417698878916,"Female"
33,"Private",192286,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","Asian-Pac-Islander","Female",0,0,52,"United-States","<=50K","34 or less",0.25,0.75,"Male",0.7581606688428023,0.24183933115719755,"Female"
33,"Private",173248,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,35,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.008257473437226222,0.9917425265627738,"Male"
33,"Private",112900,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.8680691266531774,0.13193087334682257,"Female"
33,"Private",189265,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less",0.2,0.8,"Male",0.47300499476016566,0.5269950052398343,"Male"
33,"Private",134886,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K","34 or less",0.7,0.3,"Female",0.5841365233135224,0.41586347668647755,"Female"
33,"Private",238002,"9th",5,"Married-civ-spouse","Transport-moving","Other-relative","White","Male",0,0,40,"Mexico","<=50K","34 or less",0.008849557522123894,0.9911504424778761,"Male",0.04893711818947207,0.951062881810528,"Male"
33,"Private",275632,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",3.7621481764306105E-4,0.999623785182357,"Male"
33,"Private",314310,"HS-grad",9,"Married-spouse-absent","Sales","Not-in-family","White","Male",0,0,20,"United-States","<=50K","34 or less",0.4,0.6,"Male",0.6107057348980697,0.3892942651019304,"Female"
33,"Private",224258,"7th-8th",4,"Never-married","Farming-fishing","Not-in-family","White","Male",0,0,40,"Mexico",">50K","34 or less",0.14285714285714285,0.8571428571428571,"Male",0.02795139649134548,0.9720486035086545,"Male"
33,"Private",181388,"HS-grad",9,"Separated","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.8593833283595133,0.14061667164048677,"Female"
33,"Private",36539,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States",">50K","34 or less",0.9991554054054054,8.445945945945946E-4,"Female",0.9974442827997448,0.0025557172002552723,"Female"
33,"Private",348592,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",">50K","34 or less",0.034653465346534656,0.9653465346534653,"Male",0.03313776489070536,0.9668622351092946,"Male"
33,"Local-gov",190027,"Some-college",10,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,18,"United-States","<=50K","34 or less",0.9747899159663865,0.025210084033613446,"Female",0.9592131624806319,0.04078683751936802,"Female"
33,"Private",169973,"Assoc-voc",11,"Separated","Protective-serv","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less",0.4,0.6,"Male",0.3066780954159621,0.6933219045840379,"Male"
33,"Private",179509,"Bachelors",13,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",6.884909130784602E-4,0.9993115090869217,"Male"
33,"Self-emp-not-inc",37939,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",2.7891395725009824E-4,0.9997210860427499,"Male"
33,"Private",220860,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Male",0,0,45,"United-States","<=50K","34 or less",0.6666666666666666,0.3333333333333333,"Female",0.10637216780738405,0.893627832192616,"Male"
33,"State-gov",291494,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.002463376259471986,0.9975366237405281,"Male"
33,"Private",182246,"HS-grad",9,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less",0.1111111111111111,0.8888888888888888,"Male",0.5022133754999679,0.49778662450003197,"Female"
33,"Private",159548,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,38,"United-States","<=50K","34 or less",0.993421052631579,0.006578947368421052,"Female",0.9510084039593254,0.0489915960406746,"Female"
33,"Local-gov",169652,"Assoc-voc",11,"Never-married","Adm-clerical","Own-child","White","Male",0,1669,55,"United-States","<=50K","34 or less",0.9230769230769231,0.07692307692307693,"Female",0.6761335008565996,0.32386649914340027,"Female"
33,"Private",184784,"10th",6,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less",0.03571428571428571,0.9642857142857143,"Male",0.39374650830480534,0.6062534916951947,"Male"
33,"Private",348152,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",3.9020179066827837E-4,0.9996097982093317,"Male"
33,"Private",157446,"11th",7,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,65,"United-States","<=50K","34 or less",0.03571428571428571,0.9642857142857143,"Male",0.04815462125455116,0.951845378745449,"Male"
33,"Private",152933,"Some-college",10,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,45,"United-States","<=50K","34 or less",0.0,1.0,"Male",0.4744429116205302,0.5255570883794698,"Male"
33,"Private",202822,"7th-8th",4,"Never-married","Other-service","Unmarried","Black","Female",0,0,14,"Trinadad&Tobago","<=50K","34 or less",0.9747899159663865,0.025210084033613446,"Female",0.8814453396934048,0.11855466030659519,"Female"
33,"Private",190511,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,30,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.10136891906399415,0.8986310809360059,"Male"
33,"Private",339482,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",3.944450908581201E-4,0.9996055549091418,"Male"
33,"Private",79923,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0030682748448489405,0.9969317251551512,"Male"
33,"Private",709798,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",7.683492990855883E-4,0.9992316507009144,"Male"
33,"State-gov",31703,"Some-college",10,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less",0.8461538461538461,0.15384615384615385,"Female",0.49301756023139043,0.5069824397686096,"Male"
33,"Private",231826,"1st-4th",2,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Mexico","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",3.924113791560616E-4,0.999607588620844,"Male"
33,"Private",178615,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",5.254178372427833E-4,0.9994745821627572,"Male"
33,"State-gov",173806,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,30,"United-States","<=50K","34 or less",0.9047619047619048,0.09523809523809523,"Female",0.5817438336233434,0.41825616637665664,"Female"
33,"Self-emp-not-inc",170979,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",7.872583847133382E-4,0.9992127416152866,"Male"
33,"State-gov",150657,"Bachelors",13,"Never-married","Prof-specialty","Other-relative","Black","Female",0,0,40,"United-States","<=50K","34 or less",0.8275862068965517,0.1724137931034483,"Female",0.5416092349360431,0.458390765063957,"Female"
33,"Private",231413,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.004694160189998365,0.9953058398100016,"Male"
33,"Private",554206,"Some-college",10,"Never-married","Tech-support","Not-in-family","Black","Male",0,0,40,"Philippines","<=50K","34 or less",0.0,1.0,"Male",0.48648633459391566,0.5135136654060843,"Male"
33,"Private",122672,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",4.6446171498445353E-4,0.9995355382850156,"Male"
33,"Private",158688,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",4.4163389300067165E-4,0.9995583661069994,"Male"
33,"State-gov",119628,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,50,"Hong","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.007513172473769863,0.9924868275262302,"Male"
33,"Private",229051,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,52,"United-States","<=50K","34 or less",0.75,0.25,"Female",0.4249661192777435,0.5750338807222565,"Male"
33,"Private",207201,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,55,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",7.737482989262786E-4,0.9992262517010737,"Male"
33,"Private",268451,"Some-college",10,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.8408918713739073,0.15910812862609275,"Female"
33,"Private",263561,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,60,"United-States","<=50K","34 or less",0.03571428571428571,0.9642857142857143,"Male",0.08403543035605,0.91596456964395,"Male"
33,"Private",198069,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Male",0,0,65,"United-States","<=50K","34 or less",0.12903225806451613,0.8709677419354839,"Male",0.20477077284222608,0.795229227157774,"Male"
33,"Local-gov",318921,"HS-grad",9,"Divorced","Transport-moving","Not-in-family","White","Female",0,0,35,"United-States","<=50K","34 or less",0.02027027027027027,0.9797297297297297,"Male",0.15567409302844637,0.8443259069715536,"Male"
34,"Private",483777,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","Black","Male",0,0,40,"United-States","<=50K","34 or less",0.034653465346534656,0.9653465346534653,"Male",0.11732850475624138,0.8826714952437587,"Male"
34,"Private",227689,"Assoc-voc",11,"Divorced","Tech-support","Not-in-family","White","Female",0,0,64,"United-States","<=50K","34 or less",0.6666666666666666,0.3333333333333333,"Female",0.523747957578434,0.4762520424215661,"Female"
34,"Local-gov",284843,"HS-grad",9,"Never-married","Farming-fishing","Not-in-family","Black","Male",594,0,60,"United-States","<=50K","34 or less",0.03571428571428571,0.9642857142857143,"Male",0.10187557822604201,0.898124421773958,"Male"
34,"Private",187251,"HS-grad",9,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,25,"United-States","<=50K","34 or less",0.9615384615384616,0.038461538461538464,"Female",0.894364179960471,0.10563582003952889,"Female"
34,"Private",190027,"HS-grad",9,"Never-married","Prof-specialty","Unmarried","Black","Female",0,0,40,"United-States","<=50K","34 or less",0.9747899159663865,0.025210084033613446,"Female",0.8297976080597325,0.17020239194026757,"Female"
34,"Private",136721,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less",0.9166666666666666,0.08333333333333333,"Female",0.6380774363255867,0.3619225636744134,"Female"
34,"Private",159929,"HS-grad",9,"Divorced","Handlers-cleaners","Own-child","White","Male",0,0,40,"United-States","<=50K","34 or less",0.028037383177570093,0.9719626168224299,"Male",0.1815872169034037,0.8184127830965963,"Male"
34,"Private",33117,"Some-college",10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.006371969381733841,0.9936280306182661,"Male"
34,"Local-gov",167999,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,33,"United-States","<=50K","34 or less",0.9761904761904762,0.023809523809523808,"Female",0.9548000378892723,0.04519996211072774,"Female"
34,"Private",181934,"HS-grad",9,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K","34 or less",0.3333333333333333,0.6666666666666666,"Male",0.6367815336512631,0.3632184663487369,"Female"
34,"Private",467108,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States",">50K","34 or less",0.3333333333333333,0.6666666666666666,"Male",0.20968735899952196,0.790312641000478,"Male"
34,"Local-gov",202729,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0014361521551804319,0.9985638478448196,"Male"
34,"Self-emp-not-inc",306982,"Bachelors",13,"Married-civ-spouse","Sales","Husband","Asian-Pac-Islander","Male",0,0,60,"South","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0014399894154551553,0.9985600105845448,"Male"
34,"Private",64830,"Assoc-acdm",12,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.652819740465579,0.3471802595344211,"Female"
34,"Private",160449,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,44,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0010470580886575993,0.9989529419113424,"Male"
34,"Self-emp-not-inc",345705,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,45,"United-States",">50K","34 or less",0.007575757575757576,0.9924242424242424,"Male",0.013942221390338383,0.9860577786096617,"Male"
34,"Private",230246,"9th",5,"Separated","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less",0.008849557522123894,0.9911504424778761,"Male",0.09169063746974553,0.9083093625302544,"Male"
34,"Private",203408,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,50,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0018228524576047193,0.9981771475423952,"Male"
34,"Private",33945,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",6849,0,55,"United-States","<=50K","34 or less",0.03571428571428571,0.9642857142857143,"Male",0.12113311370510603,0.878866886294894,"Male"
34,"Local-gov",255098,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.8804983489593612,0.11950165104063894,"Female"
34,"Private",511361,"Some-college",10,"Never-married","Other-service","Own-child","Black","Male",0,0,40,"United-States","<=50K","34 or less",0.2857142857142857,0.7142857142857143,"Male",0.4583126886414748,0.5416873113585253,"Male"
34,"Private",235124,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,35,"United-States","<=50K","34 or less",0.9747899159663865,0.025210084033613446,"Female",0.8358811313469892,0.1641188686530109,"Female"
34,"Private",223212,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1848,40,"Peru",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.002504608570523806,0.9974953914294762,"Male"
34,"Private",173730,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0017785840896616463,0.9982214159103384,"Male"
34,"Local-gov",106169,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States","<=50K","34 or less",1.0,0.0,"Female",0.7270661169890956,0.27293388301090443,"Female"
34,"Private",146589,"HS-grad",9,"Never-married","Prof-specialty","Unmarried","Black","Female",0,0,40,"United-States","<=50K","34 or less",0.9747899159663865,0.025210084033613446,"Female",0.8373176848161862,0.16268231518381387,"Female"
34,"Private",119422,"Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1672,50,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0022628509803463526,0.9977371490196536,"Male"
34,"Local-gov",240252,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.0037341085158744897,0.9962658914841255,"Male"
34,"Private",45522,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less",0.8333333333333334,0.16666666666666666,"Female",0.5417743183826378,0.45822568161736227,"Female"
34,"Private",516337,"11th",7,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Mexico","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",3.406829816705982E-4,0.9996593170183293,"Male"
34,"Private",181091,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,45,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.00168941540105619,0.9983105845989437,"Male"
34,"Local-gov",177675,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.002217279164626212,0.9977827208353738,"Male"
34,"Private",178951,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,45,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.004436644368221718,0.9955633556317783,"Male"
34,"Private",103596,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",8.010184290165893E-4,0.9991989815709834,"Male"
34,"Private",204461,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.00161135627219315,0.9983886437278068,"Male"
34,"Private",45114,"Bachelors",13,"Never-married","Sales","Own-child","Black","Female",0,0,40,"United-States","<=50K","34 or less",0.8275862068965517,0.1724137931034483,"Female",0.5712124069506841,0.42878759304931596,"Female"
34,"Private",157747,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7298,0,40,"United-States",">50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",0.002459434446328416,0.9975405655536717,"Male"
34,"Private",316470,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States","<=50K","34 or less",0.8571428571428571,0.14285714285714285,"Female",0.6425476990813251,0.3574523009186749,"Female"
34,"Private",41809,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K","34 or less",0.993421052631579,0.006578947368421052,"Female",0.938728092844063,0.06127190715593689,"Female"
34,"Self-emp-not-inc",181087,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",2.445351692359934E-4,0.9997554648307639,"Male"
34,"Private",325658,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K","34 or less",9.46163307786924E-5,0.9999053836692213,"Male",3.5323917951989974E-4,0.9996467608204801,"Male"
34,"Private",39609,"Assoc-voc",11,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K","34 or less",0.993421052631579,0.006578947368421052,"Female",0.9493373709512636,0.05066262904873636,"Female"
