"BsmtFin SF 1","Bsmt Unf SF","Total Bsmt SF","1st Flr SF","2nd Flr SF","Gr Liv Area","SalePrice","Prediction (SalePrice)LR","Prediction (SalePrice)PR"
500,342,842,856,893,1749,196000,192110.21023162195,188641.7859995553
0,936,936,936,840,1776,192500,188539.1259389441,183289.86777832254
523,448,971,971,0,971,128500,133841.9576259383,128473.96004139204
437,427,864,864,0,864,119900,116115.52440461735,114672.5032364811
685,245,930,950,1045,1995,237000,222896.57456783848,224723.0348573873
975,133,1108,1108,989,2097,274300,249269.3024333659,252631.96744723848
717,131,848,848,0,848,133000,120276.71596267959,119410.67244661119
24,1528,1552,1552,0,1552,212900,207626.4775185766,210047.86943252466
0,728,728,728,728,1456,163990,148367.9739907881,147119.36499015664
836,0,836,1220,0,1220,102000,154561.71834576715,134306.83563625242
847,329,1176,1176,0,1176,119900,171507.56518559536,166738.55112618324
0,796,796,806,918,1724,196500,175515.90590014274,176734.32920812385
475,142,914,914,0,914,117250,121905.00658880401,119694.54376773699
0,970,970,970,739,1709,130000,184878.3223540885,176004.6367096571
0,976,976,976,732,1708,130000,185160.10805236173,176021.14888377071
0,658,658,658,526,1184,81000,120764.12408873206,121334.07998328289
0,616,616,1055,218,1273,121000,126236.55525579664,109110.52849069046
930,128,1058,1058,493,1551,137000,198356.07550692314,187311.94216556565
780,0,780,816,524,1340,128000,159786.10728571404,147722.27978086576
305,450,755,755,755,1510,149000,161744.9730773347,158017.8773061717
0,817,817,940,610,1550,195000,161993.64801153226,148986.51690239616
602,299,901,1125,592,1717,194000,195552.3298517077,175259.7663380773
0,697,697,1104,697,1801,210000,176428.58246710914,158682.9628036818
296,230,1073,1811,0,1811,230000,203015.19259783876,182009.0420435169
760,408,1168,1278,1037,2315,257000,266734.98714410246,265747.33879595867
374,487,861,861,424,1285,145400,150555.17878799458,138871.70600789913
0,967,967,967,671,1638,139000,178608.3377375462,168175.51537102624
0,660,660,1060,336,1396,115000,139438.42512368865,120249.60439524545
0,216,216,576,360,936,78000,72773.08599106179,95447.76592561345
1573,0,1573,1778,0,1778,375000,264509.4713769159,295814.4390732933
0,0,0,1295,0,1295,230000,91202.37438775846,101905.38258760743
1053,256,1309,1339,0,1339,180000,198446.53056690795,198953.32770039083
1350,378,1728,1960,0,1960,320000,284443.3593970414,307891.9509239581
1460,408,1868,2028,0,2028,369900,301337.988915495,336634.27464924665
1201,36,1237,1337,0,1337,153500,197373.75177398947,198431.32687122983
0,1140,1140,1140,0,1140,84500,146515.45864557382,139573.70374081712
548,36,757,925,550,1475,127000,163255.42526922468,146180.01696454518
837,105,942,1291,1230,2521,151400,272568.2127901284,272552.3704136936
149,1503,1652,1652,0,1652,146500,225231.2351880103,228363.51558688332
522,108,630,630,0,630,73000,83700.98204615005,96674.71723991855
119,641,1104,1360,0,1360,140000,163349.8916413206,151011.87186528638
0,546,546,546,546,1092,79500,106017.60472898968,115673.78295655249
252,294,546,546,546,1092,71000,111879.08506853384,118923.04608649132
936,396,1728,1728,0,1728,150900,251449.28809936525,262918.1937840583
819,184,1003,1003,0,1003,142500,145429.9997901702,141175.26897671242
1071,195,1389,1389,0,1389,170000,207011.2105621965,210993.7226597773
758,238,996,996,1004,2000,188000,229046.78940978026,229748.53473085212
