"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","income","age-bin","Prediction (income)"
38,,70282,"Masters",14,"Married-civ-spouse",,"Wife","Black","Female",15024,0,2,"United-States",">50K","35-55",">50K"
38,"Private",226106,"Some-college",10,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Local-gov",223004,"Some-college",10,"Divorced","Protective-serv","Not-in-family","White","Male",0,0,75,"United-States","<=50K","35-55","<=50K"
38,"Private",34173,"Bachelors",13,"Never-married","Sales","Unmarried","White","Female",0,0,45,"United-States","<=50K","35-55","<=50K"
38,"State-gov",22245,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K","35-55",">50K"
38,"Private",117528,"Bachelors",13,"Never-married","Other-service","Other-relative","White","Female",0,0,45,"United-States","<=50K","35-55","<=50K"
38,"Private",177121,"Some-college",10,"Separated","Other-service","Not-in-family","White","Female",0,0,58,"United-States","<=50K","35-55","<=50K"
38,"Private",58108,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K","35-55",">50K"
38,"Private",32837,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,56,"United-States","<=50K","35-55","<=50K"
38,,203482,"7th-8th",4,"Married-civ-spouse",,"Husband","White","Male",0,0,45,"United-States","<=50K","35-55","<=50K"
38,"Self-emp-inc",107909,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K","35-55","<=50K"
38,"Private",20308,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Private",168496,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K","35-55",">50K"
38,"Federal-gov",48123,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Self-emp-not-inc",115215,"10th",6,"Separated","Machine-op-inspct","Not-in-family","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Private",208358,"Assoc-voc",11,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Private",106838,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Private",292307,"Bachelors",13,"Married-spouse-absent","Craft-repair","Not-in-family","Black","Male",0,0,40,"Dominican-Republic","<=50K","35-55","<=50K"
38,"Private",266325,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,32,"United-States",">50K","35-55",">50K"
38,"Private",150601,"10th",6,"Separated","Adm-clerical","Unmarried","White","Male",0,3770,40,"United-States","<=50K","35-55",">50K"
38,"Private",156550,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,"United-States","<=50K","35-55","<=50K"
38,"Local-gov",181721,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,0,40,"United-States","<=50K","35-55",">50K"
38,"Local-gov",169104,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","Asian-Pac-Islander","Male",0,0,40,"Philippines",">50K","35-55","<=50K"
38,"State-gov",143517,"Bachelors",13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Private",31053,"HS-grad",9,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Local-gov",236687,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Private",231037,"5th-6th",3,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"Mexico","<=50K","35-55","<=50K"
38,"Private",497788,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K","35-55",">50K"
38,"Private",91857,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,41,"United-States","<=50K","35-55","<=50K"
38,"Private",137707,"Assoc-voc",11,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,40,"United-States",">50K","35-55",">50K"
38,"Private",353263,"Masters",14,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,50,"Italy",">50K","35-55","<=50K"
38,"Self-emp-not-inc",140583,"Masters",14,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,70,"United-States","<=50K","35-55","<=50K"
38,"State-gov",142022,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Private",188503,"Some-college",10,"Never-married","Adm-clerical","Unmarried","White","Female",6497,0,35,"United-States","<=50K","35-55","<=50K"
38,"Self-emp-not-inc",280169,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",7298,0,50,"United-States",">50K","35-55",">50K"
38,"Self-emp-not-inc",282461,"7th-8th",4,"Married-civ-spouse","Sales","Husband","White","Male",0,0,35,"United-States",">50K","35-55","<=50K"
38,"Private",156728,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,56,"United-States","<=50K","35-55",">50K"
38,"Private",131461,"9th",5,"Married-civ-spouse","Other-service","Wife","Black","Female",0,0,24,"Haiti","<=50K","35-55","<=50K"
38,"Private",108907,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Male",0,0,40,,"<=50K","35-55","<=50K"
38,"Private",131808,"Assoc-voc",11,"Divorced","Craft-repair","Unmarried","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Local-gov",40955,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,43,"United-States","<=50K","35-55","<=50K"
38,"Private",183800,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Private",103925,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K","35-55",">50K"
38,"Private",455379,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,63,"United-States",">50K","35-55",">50K"
38,"Self-emp-not-inc",184456,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",3464,0,80,"Italy","<=50K","35-55","<=50K"
38,"Private",166585,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,55,"United-States","<=50K","35-55","<=50K"
38,"Self-emp-not-inc",58972,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K","35-55","<=50K"
38,"Private",359001,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,42,"United-States","<=50K","35-55","<=50K"
38,"Private",78247,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K","35-55",">50K"
38,,121135,"HS-grad",9,"Married-civ-spouse",,"Husband","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Private",233717,"Some-college",10,"Divorced","Exec-managerial","Unmarried","Black","Male",0,0,60,"United-States","<=50K","35-55","<=50K"
38,"Private",160192,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,2051,44,"United-States","<=50K","35-55","<=50K"
38,"Private",229015,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",">50K","35-55",">50K"
38,"Private",133454,"Assoc-acdm",12,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Private",320451,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,,"<=50K","35-55",">50K"
38,"Private",119177,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,55,"United-States",">50K","35-55","<=50K"
38,"Private",171344,"11th",7,"Married-spouse-absent","Transport-moving","Own-child","White","Male",0,0,36,"Mexico","<=50K","35-55","<=50K"
38,"Local-gov",194630,"Bachelors",13,"Never-married","Protective-serv","Not-in-family","White","Female",4787,0,43,"United-States",">50K","35-55","<=50K"
38,"Private",809585,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",">50K","35-55","<=50K"
38,"Self-emp-not-inc",342635,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,70,"United-States","<=50K","35-55",">50K"
38,"Private",237608,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,2444,45,"United-States",">50K","35-55","<=50K"
38,"Private",234298,"Bachelors",13,"Divorced","Exec-managerial","Not-in-family","White","Male",6849,0,60,"United-States","<=50K","35-55","<=50K"
38,"Private",165930,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Private",172538,"Bachelors",13,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1977,40,"United-States",">50K","35-55",">50K"
38,"Self-emp-inc",312232,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K","35-55",">50K"
38,"Private",103323,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",7688,0,40,"United-States",">50K","35-55",">50K"
38,"Self-emp-not-inc",64875,"HS-grad",9,"Divorced","Farming-fishing","Not-in-family","White","Male",0,0,50,"United-States","<=50K","35-55","<=50K"
38,"Self-emp-not-inc",41591,"Bachelors",13,"Never-married","Craft-repair","Not-in-family","Amer-Indian-Eskimo","Male",0,0,30,"United-States","<=50K","35-55","<=50K"
38,"Private",276559,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",7688,0,70,"United-States",">50K","35-55",">50K"
38,"Private",38312,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,65,"United-States",">50K","35-55",">50K"
38,"Private",154669,"HS-grad",9,"Separated","Sales","Not-in-family","White","Male",0,0,60,"United-States","<=50K","35-55","<=50K"
38,"State-gov",108293,"Masters",14,"Never-married","Prof-specialty","Other-relative","White","Female",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Private",374524,"Some-college",10,"Never-married","Transport-moving","Not-in-family","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Federal-gov",261241,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,45,"United-States",">50K","35-55",">50K"
38,"Self-emp-not-inc",194534,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",99999,0,60,"United-States",">50K","35-55",">50K"
38,"Private",159179,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"State-gov",314052,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States","<=50K","35-55","<=50K"
38,"Private",23892,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Private",99233,"Prof-school",15,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States",">50K","35-55","<=50K"
38,"Local-gov",282753,"Assoc-voc",11,"Divorced","Exec-managerial","Own-child","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"State-gov",200904,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","Black","Female",0,0,30,"United-States",">50K","35-55",">50K"
38,"Private",108907,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,,"<=50K","35-55","<=50K"
38,"Private",63509,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States","<=50K","35-55","<=50K"
38,"Private",309230,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K","35-55","<=50K"
38,"Private",160808,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",4386,0,48,"United-States","<=50K","35-55","<=50K"
38,"Private",207202,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,48,"United-States",">50K","35-55","<=50K"
38,"Private",128033,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States","<=50K","35-55",">50K"
38,"Private",216129,"Bachelors",13,"Divorced","Other-service","Not-in-family","Black","Female",0,0,60,,"<=50K","35-55","<=50K"
38,"Private",187983,"Prof-school",15,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,"United-States","<=50K","35-55",">50K"
38,"Federal-gov",65706,"Some-college",10,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,38,"United-States","<=50K","35-55","<=50K"
38,"Federal-gov",207066,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,42,"United-States",">50K","35-55",">50K"
38,"Private",430035,"9th",5,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,54,"Mexico","<=50K","35-55","<=50K"
38,"Private",65624,"HS-grad",9,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"State-gov",255191,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Private",108140,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,50,"United-States",">50K","35-55",">50K"
38,"Private",333651,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,70,"United-States",">50K","35-55",">50K"
38,"Private",165848,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,44,"United-States","<=50K","35-55",">50K"
38,,365465,"Assoc-voc",11,"Never-married",,"Own-child","White","Male",0,0,15,"United-States","<=50K","35-55","<=50K"
38,"Self-emp-not-inc",163204,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",3411,0,25,"United-States","<=50K","35-55","<=50K"
38,"Self-emp-not-inc",245372,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",3137,0,50,"United-States","<=50K","35-55",">50K"
38,"Self-emp-not-inc",67317,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K","35-55","<=50K"
38,"Private",141550,"10th",6,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Private",154410,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,2051,40,"Poland","<=50K","35-55","<=50K"
38,"Federal-gov",190895,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,,">50K","35-55",">50K"
38,"Self-emp-not-inc",89202,"Some-college",10,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Private",54317,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,60,"United-States","<=50K","35-55","<=50K"
38,"Private",150057,"Some-college",10,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,45,"United-States","<=50K","35-55","<=50K"
38,,281768,"7th-8th",4,"Divorced",,"Unmarried","Black","Female",0,0,30,"United-States","<=50K","35-55","<=50K"
38,"Private",337130,"1st-4th",2,"Married-spouse-absent","Craft-repair","Not-in-family","White","Male",0,0,40,"Mexico","<=50K","35-55","<=50K"
38,"Private",133963,"Bachelors",13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States",">50K","35-55","<=50K"
38,"Self-emp-not-inc",238980,"Some-college",10,"Never-married","Sales","Not-in-family","White","Male",0,0,60,"United-States","<=50K","35-55",">50K"
38,"Private",65390,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States","<=50K","35-55","<=50K"
38,"Self-emp-not-inc",175732,"HS-grad",9,"Never-married","Craft-repair","Not-in-family","Amer-Indian-Eskimo","Male",0,0,15,"United-States","<=50K","35-55","<=50K"
38,"Private",33397,"HS-grad",9,"Divorced","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K","35-55","<=50K"
38,"Private",32916,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,55,"United-States",">50K","35-55","<=50K"
39,"State-gov",77516,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",2174,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",481060,"HS-grad",9,"Divorced","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",207824,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,60,"United-States","<=50K","35-55","<=50K"
39,"Private",48093,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",176186,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,50,"United-States",">50K","35-55","<=50K"
39,"Private",202027,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,45,"United-States",">50K","35-55",">50K"
39,"Self-emp-inc",180804,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",">50K","35-55",">50K"
39,"Private",174938,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,40,"United-States","<=50K","35-55",">50K"
39,"Local-gov",352628,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Wife","White","Female",0,0,50,"United-States",">50K","35-55","<=50K"
39,"Private",191807,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","White","Male",0,0,48,"United-States","<=50K","35-55","<=50K"
39,"Private",505119,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"Cuba",">50K","35-55",">50K"
39,"Private",179579,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",77146,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,50,"United-States",">50K","35-55",">50K"
39,"State-gov",267581,"HS-grad",9,"Never-married","Other-service","Not-in-family","Black","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",105813,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",172425,"Assoc-voc",11,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,20,"United-States",">50K","35-55","<=50K"
39,"Private",288551,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,40,"United-States","<=50K","35-55",">50K"
39,"Local-gov",167864,"11th",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,30,"United-States","<=50K","35-55","<=50K"
39,"Private",208778,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United-States",">50K","35-55",">50K"
39,"Private",172718,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Local-gov",187127,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States","<=50K","35-55",">50K"
39,"Private",343403,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,36,"United-States","<=50K","35-55","<=50K"
39,"Self-emp-not-inc",247975,"Some-college",10,"Never-married","Craft-repair","Not-in-family","Asian-Pac-Islander","Male",0,0,30,"United-States","<=50K","35-55","<=50K"
39,"Self-emp-inc",114844,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",99999,0,65,"United-States",">50K","35-55",">50K"
39,"Private",231491,"HS-grad",9,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",102953,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",7298,0,55,"United-States",">50K","35-55",">50K"
39,"Private",190466,"HS-grad",9,"Divorced","Craft-repair","Own-child","White","Male",2174,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",327435,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,36,"United-States",">50K","35-55",">50K"
39,"Private",98948,"Assoc-acdm",12,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",126675,"Masters",14,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",">50K","35-55",">50K"
39,"Private",207185,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,35,"Puerto-Rico",">50K","35-55","<=50K"
39,"Private",192702,"Masters",14,"Never-married","Craft-repair","Not-in-family","White","Female",0,0,50,"United-States","<=50K","35-55","<=50K"
39,"Local-gov",177907,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1887,40,"United-States",">50K","35-55",">50K"
39,"Private",250217,"HS-grad",9,"Divorced","Machine-op-inspct","Not-in-family","Black","Female",0,0,70,"United-States","<=50K","35-55","<=50K"
39,"Private",202027,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K","35-55",">50K"
39,"Private",288551,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,0,52,"United-States",">50K","35-55","<=50K"
39,"Private",98941,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","35-55",">50K"
39,"Self-emp-not-inc",152587,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",191002,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"Poland","<=50K","35-55","<=50K"
39,"Private",224531,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",7298,0,40,"United-States",">50K","35-55",">50K"
39,"Private",297449,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",">50K","35-55",">50K"
39,"Private",348960,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",114678,"HS-grad",9,"Divorced","Other-service","Unmarried","Black","Female",5455,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",190728,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",258102,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,50,"United-States","<=50K","35-55","<=50K"
39,"Self-emp-inc",189092,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States","<=50K","35-55",">50K"
39,"Private",141802,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",230467,"Bachelors",13,"Never-married","Sales","Own-child","White","Male",0,1092,40,"Germany","<=50K","35-55",">50K"
39,"Private",74194,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,55,"United-States","<=50K","35-55",">50K"
39,"Private",112158,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,26,,"<=50K","35-55","<=50K"
39,"Self-emp-not-inc",52870,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",">50K","35-55",">50K"
39,"Private",196673,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",5013,0,40,"United-States","<=50K","35-55","<=50K"
39,"Federal-gov",129573,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,1741,40,"United-States","<=50K","35-55","<=50K"
39,"Local-gov",177728,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",103710,"HS-grad",9,"Never-married","Sales","Unmarried","White","Female",0,0,60,"United-States","<=50K","35-55","<=50K"
39,"Private",370795,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",142707,"Assoc-voc",11,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Self-emp-inc",241153,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States","<=50K","35-55",">50K"
39,"Private",56269,"Some-college",10,"Never-married","Craft-repair","Own-child","Black","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",248445,"5th-6th",3,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"Mexico","<=50K","35-55","<=50K"
39,"State-gov",122353,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",">50K","35-55",">50K"
39,"Private",120985,"HS-grad",9,"Divorced","Other-service","Own-child","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",22245,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Not-in-family","White","Male",0,0,60,"United-States","<=50K","35-55","<=50K"
39,"Private",235259,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",355468,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,46,"United-States",">50K","35-55",">50K"
39,"Private",80410,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Private",129764,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States","<=50K","35-55",">50K"
39,"Private",113481,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",">50K","35-55",">50K"
39,"Private",140477,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,10,"United-States","<=50K","35-55","<=50K"
39,"Private",316211,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",">50K","35-55",">50K"
39,"Private",52978,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Female",0,1721,55,"United-States","<=50K","35-55","<=50K"
39,"Self-emp-not-inc",231180,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,50,"United-States","<=50K","35-55","<=50K"
39,"Private",177075,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Self-emp-not-inc",48063,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States","<=50K","35-55","<=50K"
39,"Private",291665,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",4508,0,24,"United-States","<=50K","35-55","<=50K"
39,"Private",403489,"11th",7,"Divorced","Transport-moving","Own-child","White","Male",0,0,40,"United-States","<=50K","35-55","<=50K"
39,"Federal-gov",82622,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,45,"United-States","<=50K","35-55","<=50K"
39,"Private",215095,"11th",7,"Never-married","Prof-specialty","Unmarried","White","Female",0,0,30,"Puerto-Rico","<=50K","35-55","<=50K"
39,"Private",59313,"12th",8,"Married-spouse-absent","Transport-moving","Not-in-family","Black","Male",0,0,45,,"<=50K","35-55","<=50K"
39,"Self-emp-inc",34180,"Assoc-voc",11,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,"United-States",">50K","35-55","<=50K"
